crate	version	layer	git_repo	git_head	worktree_state	source_files	source_loc	inbound_rsomics_dependents	inbound_target_family_count	inbound_target_families	has_tests	has_compat	has_benches	has_origin	upstream_families	upstream_mentions	area_provisional	target_family_provisional	target_kind_provisional	routing_confidence	suggested_action_provisional	manifest_error
rsomics-robust-regression	0.1.0	B	True	40e72389edf097a28d1eb134607d0c08ce543230	clean	8	856	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-roc-auc	0.1.1	B	True	264bbf5745bf1e3c4e11cdaf4639a7d7300850fa	clean	8	895	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-rpkm-saturation	0.1.0	B	True	1f77ca851c8cbd6e3245ba48f9871c71e060e116	clean	3	492	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-runstest	0.1.1	B	True	98a9fd12415f1aed4bc8c71e6fd7d91fdf4a9d2c	clean	6	739	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-s-metric	0.1.2	B	True	f65f9b715d7008608036fbf7a7861d7a8d0ed4c7	clean	2	133	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-sam-to-bam	0.1.1	B	True	f125e730d0edf498bc299a3ae37e7ec6fe1b8260	clean	3	168	0	0		True	True	True	False	samtools	samtools	alignment-formats	rsomics-bam	product	high	merge-into:rsomics-bam	-
rsomics-sample-sheet	0.1.1	B	True	0312315de44ebe04ad10b9fd387733d5728fe451	clean	3	176	0	0		True	True	True	False			workflow-metadata		capability-pool	high	rejected-product-boundary	-
rsomics-sc-cell-cycle	0.1.1	B	True	69ec53b7f9c3c9247db9695fda126112b8c26867	clean	3	339	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-combat	0.1.1	B	True	2d6e58a3634be02e6f2b5e152ab9fb5617cffb1d	clean	3	810	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-dendrogram	0.1.2	B	True	7a4b8e37852fda8456dd9e16bed5ef017b38a87e	clean	5	891	0	0		True	True	True	True	scanpy|scipy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-diffmap	0.1.2	B	True	41166d039fb517056e759a30c108c03bff5b06bd	clean	6	934	0	0		True	True	True	True	scanpy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-downsample	0.1.0	B	True	22593584c22aee24a3b36a245b5407efe4b716ba	clean	4	567	0	0		True	True	True	True	scanpy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-dpt	0.1.1	B	True	24b0077781725facfe164eea1e078ca456b9af62	clean	5	629	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-embedding-density	0.1.2	B	True	9de0ba24921923ff49841bb01b7fee3cae001c36	clean	5	526	0	0		True	True	True	True	scanpy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-filter	0.1.0	B	True	c855fff8665ce0116756ed90a9d3e5cf91cb60cd	clean	4	606	0	0		True	True	False	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-filter-rank-genes	0.1.2	B	True	91dcb383886e4336fb074d13337652a28bc3c4b8	clean	6	563	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-hvg	0.1.2	B	True	9dc853b75b6e53ad39106189c2b63b96fb005cfd	clean	5	541	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-hvg-cellranger	0.1.2	B	True	f8c8304f2bf67af524949ee28bfdb7e63493dd8d	clean	5	663	0	0		True	True	True	True	scanpy	scanpy|statsmodels	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-marker-overlap	0.1.2	B	True	a7c6c93271fd6e80488c985385516996a7592c73	clean	4	359	0	0		True	True	False	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-neighbors	0.1.0	B	False	-	not-git	6	1094	0	0		True	True	True	True	scanpy	scanpy|scipy|scikit-learn	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-neighbors-exact	0.1.0	B	False	-	not-git	6	1059	0	0		True	True	True	True	scanpy	scanpy|scipy|scikit-learn	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-normalize	0.1.1	B	True	7d30a6b26d240fdfb13747d8074011671da9c4d5	clean	3	547	0	0		True	True	True	True	scanpy	scanpy|scikit-learn	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-paga	0.1.2	B	True	4c5afe3dfb5f77e82ea0ea7e365c0303afc249ef	clean	6	987	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-pca	0.1.2	B	True	68fa73aeb1a257e79e2ffa32add1d94a1f5dd861	clean	3	909	0	0		True	True	True	True	scanpy	scanpy|scikit-bio|scikit-learn	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-pearson-residuals	0.1.1	B	True	9e98590460363f52b6783d18e81b6ac9df4f084b	clean	3	561	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-pseudobulk	0.1.1	B	True	fd2c52e4a17ea6d710110c4a9824b83994a456e6	clean	7	720	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-qc-metrics	0.1.1	B	True	5ee05ac392cde05d756854e8c61bfe5de35a6d99	clean	6	682	0	0		True	True	True	True	scanpy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-rank-genes	0.2.1	B	True	1c6de9626ed7959e120c83bcbd36f58550d59532	clean	6	1002	0	0		True	True	True	True	scanpy	scanpy|scipy|statsmodels	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-regress-out	0.1.0	B	True	fa510fa49a2781c2eb3ea1706e0db7f6192bbdfa	clean	3	618	0	0		True	True	True	True	scanpy	scanpy|statsmodels	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-scale	0.1.1	B	True	1af0793cfbd9714313e390c38d5c7bb62a7b9363	clean	3	536	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-score-genes	0.1.1	B	True	d820e79547faf74ff4cbf8eaae29d4cf94dec736	clean	4	847	1	1	rsomics-sc	True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-spatial-autocorr	0.1.1	B	True	58081d2bcb566afd9b7588b73fdc70947cc16bac	clean	5	630	0	0		True	True	True	True	scanpy	scanpy|scipy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-sc-subsample	0.1.0	B	True	2287feb8588fa2b1ae0c9d43ea167e2843de4846	clean	4	584	0	0		True	True	True	True	scanpy	scanpy	single-cell	rsomics-sc	product	high	merge-into:rsomics-sc	-
rsomics-scalers	0.1.0	B	True	19c1303c0d9712d42d9b156f083c9beba28642f5	clean	6	842	0	0		True	True	True	True	scikit-learn	scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-seacr	0.1.1	B	True	d6ed2f0890989fa2de2007a1763bed3d51e365b2	clean	8	1353	0	0		True	True	True	True	bedtools	bedtools	epigenomics	rsomics-peak	product	medium	merge-into:rsomics-peak	-
rsomics-seq-dist	0.1.1	B	True	798e8d2be02e91842bd045338f05bb59065332ba	clean	7	852	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-seq-grep	0.1.1	B	True	5bef2f6f9009b47c188262f96b0b6a5976bc3a84	clean	8	1306	0	0		True	True	True	True	seqkit	seqkit	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-seq-stats	0.1.1	B	True	895a28e50f4cab0df247921afced966a15bbd0a5	clean	3	169	0	0		True	True	True	False	seqkit	seqkit	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-seqio	0.3.0	A	True	b23cf8ad29fd06c84aaaa0c480ba1da8cff01e7d	clean	6	1717	8	3	rsomics-bam|rsomics-fastq-preprocess|rsomics-seq	True	False	True	True	fastp	fastp	foundation	rsomics-seqio	foundation	high	keep-core-candidate	-
rsomics-seqstats	0.2.0	A	True	722adcaa4e7be4370267aea75b29d46339c9b0a0	clean	1	280	2	1	rsomics-seq	False	False	False	True	seqkit	seqkit	foundation	rsomics-seqstats	foundation	high	internalize-or-merge-review	-
rsomics-shapiro	0.1.1	B	True	8f10bb350680a25b5f367e5c2a5ba855a5599fb4	clean	6	640	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-sigmaclip	0.1.0	B	True	3b1dae69307529f1a03d72a60b78404ec1e1cd1d	clean	6	399	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-silhouette	0.1.1	B	True	4ef1af55e0bb98345ce90f5f8a3c4a1f56503b75	clean	7	803	0	0		True	True	True	True	scikit-learn	scipy|scikit-learn	machine-learning	rsomics-ml	capability-pool	high	merge-or-core-review	-
rsomics-somersd	0.1.0	B	True	c018787573e27ebe275b1bee002025fa3281b4e4	clean	5	752	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-spanning-tree	0.1.1	B	True	0379d6de62c23430d32c0f63e18d9a76e158394f	clean	3	420	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-spearman-corr	0.1.1	B	True	1afbda5b01b0674e9220e23daf8f3debc2e4fc81	clean	6	861	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-square-clustering	0.1.1	B	True	c8dd6f93e0f53a0c6d248ec02e0b4173b02d9611	clean	2	213	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-square-table	0.1.1	B	True	a950143e1e4e14c090e7c430b6b9e6f5855e9806	clean	8	951	0	0		True	True	True	True	statsmodels	scipy|statsmodels	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-stats	0.2.4	A	True	bac010ed3abf1e003729ec6189845d0d50b99578	dirty	6	916	3	3	rsomics-bed|rsomics-stats|rsomics-vcf	False	False	False	False			foundation	rsomics-stats	foundation	high	keep-core-candidate	-
rsomics-struc-zero	0.1.2	B	True	bbdfd792a07adc7350bf3185a3c47c2b06dcc211	clean	4	539	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	compositional	rsomics-composition	product	high	merge-into:rsomics-composition	-
rsomics-subsample-counts	0.1.1	B	True	715ab363e0cabe91ddaa6457ef064930a9d278a9	clean	4	629	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-tabix	0.1.1	B	True	5c3bddba67051eca06713197aadfacf62f178f9c	clean	7	1693	0	0		True	True	True	True	tabix	tabix	sequence-indexing	rsomics-index	product	high	merge-into:rsomics-index	-
rsomics-tajima-d	0.1.0	B	True	9f4c8c4a05dcfa1088aae6e8d49f253cd22c649b	clean	3	131	0	0		True	True	True	False	vcftools	vcftools	population-genetics	rsomics-popgen	product	high	merge-into:rsomics-popgen	-
rsomics-tax-assign	0.1.1	B	True	b611492cd6f1a8535991f3fbb4178300a1b0ecdc	clean	3	215	0	0		True	True	True	False			metagenomics	rsomics-metagenomics	product	medium	merge-into:rsomics-metagenomics	-
rsomics-taxonomy	0.1.0	A	True	996982d4fead6e8ed8a4ff738d0f00d67c8fcd7e	clean	1	297	1	1	rsomics-metagenomics	False	False	False	False			foundation	rsomics-taxonomy	foundation	high	internalize-or-merge-review	-
rsomics-tin	0.1.1	B	True	5e9fa05942c1ee999d87d475d3226638fa402c1a	clean	8	960	0	0		True	True	True	True	rseqc	rseqc	transcriptomics-qc	rsomics-rnaseq-qc	product	high	merge-into:rsomics-rnaseq-qc	-
rsomics-tm-align	0.1.1	B	True	5b4bc6b5b2c6093b8ef74a22ee18656b35a17376	clean	8	1162	0	0		True	True	True	True	tmalign	tmalign	protein-structure	rsomics-structure	product	high	merge-into:rsomics-structure	-
rsomics-tm-nn	0.2.0	B	True	aa1af7f16be9fec63c578f5a5d7ded7ada22396a	dirty	6	1216	0	0		True	True	True	True	biopython	biopython	sequence-utilities	rsomics-seq	product	high	merge-into:rsomics-seq	-
rsomics-tmm-norm	0.1.2	B	True	3f37f84a8935c419a37378bc43dc09930da83067	clean	3	493	0	0		True	True	True	True	edger	edger	bulk-expression	rsomics-edger	product	high	merge-into:rsomics-edger	-
rsomics-tpm	0.2.2	B	True	f97156b8af6201d5923c6faef556168ca5ed4d12	clean	3	444	0	0		True	True	True	True	rseqc	rseqc	bulk-expression	rsomics-count	product	medium	merge-into:rsomics-count	-
rsomics-transcript-fasta	0.1.0	B	True	486063bfd8c6b3ba3a059b8926d0416a714583e9	clean	10	1519	0	0		True	True	True	True			annotation	rsomics-annotation	product	medium	merge-into:rsomics-annotation	-
rsomics-transitive	0.1.1	B	True	16d1b777c4b74775d3a4035ef06e240ea98cfb7e	dirty	2	364	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-transitive-closure	0.1.2	B	True	1578a09821167becb0e58048254ee3f1f58cb9a0	dirty	2	371	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-tree-balance	0.1.0	B	True	95a9e9074354c220b0b2af841cea0396a76aa34d	dirty	3	487	0	0		True	True	True	True	dendropy	dendropy	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-tree-branch-score	0.1.0	B	True	eefb6a023bbe9b221b1c3e8d437f9cca21a5f0a6	clean	3	581	0	0		True	True	True	True	dendropy	dendropy	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-tree-rfd	0.1.1	B	True	c30431245bc77c6c5aa910fa2ff182035af7c55f	clean	3	506	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-tree-tipdist	0.1.2	B	True	6a43074ef1dcb635daa76c6cd056580a77ca18fe	clean	4	532	0	0		True	True	True	True	scikit-bio	scipy|scikit-bio|biopython	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-tree-wrfd	0.1.2	B	True	af721fafc871611cd8cc29ebb161839aa2679bc9	clean	3	837	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	phylogenetics	rsomics-phylo	product	high	merge-into:rsomics-phylo	-
rsomics-triadic-census	0.1.1	B	True	a16af7c00c2db1b1d181327509caefface88b855	dirty	2	408	0	0		True	True	True	True	networkx	networkx	graph-algorithms	rsomics-graph	capability-pool	high	merge-or-core-review	-
rsomics-trimmed-stats	0.1.1	B	True	d469f1083448ba6c9ca3283bf22d6ef126aa80a2	clean	7	1048	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-tsv-crosstab	0.1.1	B	True	da8e867f60fc6b4e8a66a4c72b8b152bb40629dd	clean	5	875	0	0		True	True	True	True	datamash	datamash	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-filter	0.1.6	B	True	f694c99adab05a70800e93b3217e9a5507a68d63	clean	4	734	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-freq	0.1.7	B	True	1fdf44c8c55e4162f61ab6d2e6c8ea6d17dbf1d7	clean	3	627	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-grep	0.1.8	B	True	7bd579b36a6ed788de60ab370e49d4ae94a36f20	clean	4	739	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-join	0.1.1	B	True	635603c8e2ff683707ef77827bc5520e482ad778	clean	3	175	0	0		True	True	True	False	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-json	0.2.4	B	True	89df50e0cb58c0dfaf27590b878a742162db5fe7	clean	4	891	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-md	0.1.6	B	True	e9883846a90a9d841ace9b1980ef133014bc55da	clean	3	526	0	0		True	True	False	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-pretty	0.1.5	B	True	c2068546e090d324fda879c02d170b8418a32e2a	clean	3	1382	0	0		True	True	False	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-rst	0.1.5	B	True	327cc7c8b0557f785751971976c054c61075aa7c	clean	3	553	0	0		True	True	False	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-select	0.1.1	B	True	ba997aa55e050e4f40f25c84e657e5b0c2dd1dd0	clean	3	162	0	0		True	True	True	False	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-sort	0.1.7	B	True	1df47552324b55952ccd5e057f764833d24583e3	clean	7	1366	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-stats	0.1.1	B	True	108d43936350dafdbde2d1bd1cf6d4427941efd3	clean	6	1032	0	0		True	True	True	True	datamash	datamash	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-transpose	0.1.1	B	True	c46be5779685c65d9a4345aab64d92fa18c68653	clean	3	286	0	0		True	True	True	True	datamash	datamash	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-tsv-uniq	0.1.8	B	True	85bec590cf2802a6e71822e124a14865f97d0730	clean	3	531	0	0		True	True	True	True	csvtk	csvtk	tabular	rsomics-table	product	high	merge-into:rsomics-table	-
rsomics-ttest	0.1.0	B	True	f0c54717be9aabe8258c7e4236924499fb72843d	clean	5	799	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-uniform-filter	0.1.0	B	True	fe321bb1dea96f1f505530b20244011b389010c7	clean	2	637	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-unifrac	0.1.2	B	True	a631051290342991f411b68d7c10735493162a25	clean	4	801	0	0		True	True	True	True	scikit-bio	scikit-bio|biopython	ecology	rsomics-ecology	product	high	merge-into:rsomics-ecology	-
rsomics-upgma	0.1.2	B	True	41fefd4b401ca60fe1dfe71b4066c96dee9e89bc	clean	4	438	0	0		True	True	True	True	scanpy|scipy|scikit-bio	scanpy|scipy|scikit-bio	phylogenetics	rsomics-phylo	product	medium	merge-into:rsomics-phylo	-
rsomics-uq-norm	0.1.2	B	True	9f53b4c7af2717ccca8d90a48762c957465cc837	clean	3	382	0	0		True	True	True	True	edger	edger	bulk-expression	rsomics-edger	product	high	merge-into:rsomics-edger	-
rsomics-variation	0.1.0	B	True	02d105bb5aa22c40df210005f901f903773a1e35	clean	5	354	0	0		True	True	True	True	scipy	scipy	statistics	rsomics-stats	capability-pool	high	merge-or-core-review	-
rsomics-vcf-af-dist	0.1.0	B	True	5d3587b3f87fad72f15ab6131076218201bb3b65	clean	5	934	0	0		True	True	True	True	bcftools	samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-allele-length	0.1.1	B	True	d4e3b56d5132e4e6bb96faeddc1ee9992fe6ee53	clean	3	282	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-annotate	0.1.3	B	True	c958d89eeb5ff8ec0ce343ded3ab9ddfe10e957a	clean	3	304	0	0		True	True	True	False	tabix|bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-call	0.1.0	B	True	a978d132ccbd79b957330da7f1fd6f7b8dbf0dc5	clean	3	422	0	0		True	True	True	True	bcftools	tabix|samtools|bcftools	variant-calling	rsomics-call	product	medium	merge-into:rsomics-call	-
rsomics-vcf-cnv	0.1.0	B	True	09af90225defbea05173c199aaae5fd5c7639469	clean	6	1264	0	0		True	True	True	True	bcftools	samtools|bcftools	copy-number	rsomics-cnv	product	medium	merge-into:rsomics-cnv	-
rsomics-vcf-concat	0.1.2	B	True	15088a2e6cbaef6bfb49669e9625e50b6ace7e50	clean	3	313	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-consensus	0.1.1	B	True	bb016cf71d28ffa12562e875e0c5db7a431d148c	clean	3	407	0	0		True	True	True	False	bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-contrast	0.1.1	B	True	c029a24cf4792dd4640247c031973f1eaafc2874	clean	5	1210	0	0		True	True	True	True	bcftools	samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-convert	0.1.1	B	True	0322987e3f53b2d4099bede46d6b5df3f4f5efe0	clean	3	526	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-csq	0.1.1	B	True	0cbbba412ee08b48ff83ff172e5aadb4b85555d4	clean	6	1119	0	0		True	True	True	True	tabix|samtools|bcftools	tabix|samtools|bcftools	functional-annotation	rsomics-annotation	product	medium	merge-into:rsomics-annotation	-
rsomics-vcf-expr	0.1.1	A	True	94722777e8e1851182cb4c5ccf0b3ae9127eca2f	clean	3	1296	2	1	rsomics-vcf	False	False	False	True	bcftools	bcftools	foundation	rsomics-vcf-expr	foundation	high	internalize-or-merge-review	-
rsomics-vcf-extract	0.1.2	B	True	3bca5d5a6d2dbec187a00a29620c8c04b2fabe0d	clean	3	466	0	0		True	True	True	True	vcftools	bcftools|vcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-fill-tags	0.1.2	B	True	a28b803cebc218468fd53280f5166ea76198f03a	clean	8	1097	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-filter	0.2.1	B	True	93d91c114d2ce0fc31a6b1c7176280f558c06f3c	clean	3	380	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-filter-summary	0.1.3	B	True	f8323af72303498bcc59f16c4a9feb897b992d3f	clean	3	356	0	0		True	True	True	True	vcftools	bcftools|vcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-fixref	0.1.1	B	True	d6efd2bd79067b2b7b2f738703e428ca40dc56f1	clean	9	978	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-freq-table	0.1.2	B	True	0acb37c728e0e075b132ac6a31255bd6a4fd1680	clean	5	598	0	0		True	True	False	True	vcftools	vcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-geno-r2	0.1.0	B	False	-	not-git	3	393	0	0		True	True	True	False	vcftools	vcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-gtcheck	0.1.2	B	True	1c324f170cf613fc2808f1c8d8b46d7f4a3b7b7e	clean	4	1107	0	0		True	True	True	True	bcftools	tabix|samtools|bcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-hardy	0.1.1	B	True	7c2a75f2c7cd1876fd3d2933c06b5c285af35871	clean	3	780	0	0		True	True	True	True	vcftools	vcftools	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-vcf-head	0.2.0	B	True	0297fa20cb271124c9ccc15d51fff973f1df50b6	clean	5	784	0	0		True	True	True	True	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-indel-stats	0.1.0	B	True	a7774e648149a7b12dbfbbb60870d54d1cf2a373	clean	5	1216	0	0		True	True	True	True	bcftools	samtools|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-index	0.1.0	B	True	5eafb949d64a101c1c4e2d21e9a311ad9379ac65	dirty	3	602	0	0		True	True	True	True	bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-indv-stats	0.1.3	B	True	01f3c4c453e6636f59f202a94e5e24e0e6d6eb09	clean	4	811	0	0		True	True	False	True	vcftools	vcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-isec	0.1.2	B	True	86bedb28892ccbcb6137bfb3c82925fe931609f1	clean	3	193	0	0		True	True	True	False	bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-ld-prune	0.1.0	B	True	527ac349609d649872ddf6c3363c00bf2d7553d9	clean	6	759	0	0		True	True	True	True	scikit-allel	scikit-allel|plink	population-genetics	rsomics-plink	product	high	merge-into:rsomics-plink	-
rsomics-vcf-merge	0.1.1	B	True	571af0688ac61b857b529b0db20ae886999e04fa	clean	3	421	0	0		True	True	True	False	bcftools	tabix|bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-missing-stats	0.1.2	B	True	dfe256b41fa8708baac839d8ac6bd64ec32fdeb4	clean	3	355	0	0		True	True	False	True	vcftools	vcftools	genotype-analysis	rsomics-plink	product	medium	merge-into:rsomics-plink	-
rsomics-vcf-mpileup	0.1.1	B	True	e4e7ed173492299c2679fb10b0d986929e89f1bd	clean	7	680	0	0		True	True	True	True	bcftools	samtools|bcftools	variant-calling	rsomics-call	product	medium	merge-into:rsomics-call	-
rsomics-vcf-norm	0.1.3	B	True	c4eeb5026199141a08ddd7b710be14488887edc2	clean	3	377	0	0		True	True	True	False	bcftools	bcftools	variation	rsomics-vcf	product	high	merge-into:rsomics-vcf	-
rsomics-vcf-polysomy	0.1.0	B	True	cf511935afdc2299f717f84614f5db0e6c2945fb	clean	7	996	0	0		True	True	True	True	bcftools	samtools|bcftools	copy-number	rsomics-cnv	product	medium	merge-into:rsomics-cnv	-
